old_path,new_path,action,reason,confidence
One-page-docs/Dr. Juvita Aesthetics - Revenue Diagnostic.png,07 One-Pagers/Dr. Juvita Aesthetics - Revenue Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Priya's Skin & Hair Clinic - Enquiry Diagnostic.html,07 One-Pagers/Dr. Priya's Skin & Hair Clinic - Enquiry Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Priya's Skin & Hair Clinic - Enquiry Diagnostic.jpg,07 One-Pagers/Dr. Priya's Skin & Hair Clinic - Enquiry Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Priya's Skin & Hair Clinic - Enquiry Diagnostic.pdf,07 One-Pagers/Dr. Priya's Skin & Hair Clinic - Enquiry Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Priya's Skin & Hair Clinic - Enquiry Diagnostic.png,07 One-Pagers/Dr. Priya's Skin & Hair Clinic - Enquiry Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.html,07 One-Pagers/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.jpg,07 One-Pagers/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.pdf,07 One-Pagers/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.png,07 One-Pagers/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Tina's Skin Solutionz - A Revenue Diagnostic (WhatsApp image).jpg,07 One-Pagers/Dr. Tina's Skin Solutionz - A Revenue Diagnostic (WhatsApp image).jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Tina's Skin Solutionz - A Revenue Diagnostic.pdf,07 One-Pagers/Dr. Tina's Skin Solutionz - A Revenue Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Tina's Skin Solutionz - Enquiry Diagnostic.html,07 One-Pagers/Dr. Tina's Skin Solutionz - Enquiry Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Tina's Skin Solutionz - Enquiry Diagnostic.jpg,07 One-Pagers/Dr. Tina's Skin Solutionz - Enquiry Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Tina's Skin Solutionz - Enquiry Diagnostic.pdf,07 One-Pagers/Dr. Tina's Skin Solutionz - Enquiry Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Dr. Tina's Skin Solutionz - Enquiry Diagnostic.png,07 One-Pagers/Dr. Tina's Skin Solutionz - Enquiry Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/Gejje's Marvella - Enquiry Diagnostic.html,07 One-Pagers/Gejje's Marvella - Enquiry Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Gejje's Marvella - Enquiry Diagnostic.jpg,07 One-Pagers/Gejje's Marvella - Enquiry Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Gejje's Marvella - Enquiry Diagnostic.pdf,07 One-Pagers/Gejje's Marvella - Enquiry Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Gejje's Marvella - Enquiry Diagnostic.png,07 One-Pagers/Gejje's Marvella - Enquiry Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/Iridescent Aesthetics - A Revenue Diagnostic (WhatsApp image).jpg,07 One-Pagers/Iridescent Aesthetics - A Revenue Diagnostic (WhatsApp image).jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Iridescent Aesthetics - A Revenue Diagnostic.pdf,07 One-Pagers/Iridescent Aesthetics - A Revenue Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Maya Medi Spa - Enquiry Diagnostic.html,07 One-Pagers/Maya Medi Spa - Enquiry Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Maya Medi Spa - Enquiry Diagnostic.jpg,07 One-Pagers/Maya Medi Spa - Enquiry Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Maya Medi Spa - Enquiry Diagnostic.pdf,07 One-Pagers/Maya Medi Spa - Enquiry Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Maya Medi Spa - Enquiry Diagnostic.png,07 One-Pagers/Maya Medi Spa - Enquiry Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/Ministry of Skin - Revenue Diagnostic.html,07 One-Pagers/Ministry of Skin - Revenue Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Ministry of Skin - Revenue Diagnostic.jpg,07 One-Pagers/Ministry of Skin - Revenue Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Ministry of Skin - Revenue Diagnostic.pdf,07 One-Pagers/Ministry of Skin - Revenue Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Ministry of Skin - Revenue Diagnostic.png,07 One-Pagers/Ministry of Skin - Revenue Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/Project Skin - Enquiry Diagnostic.html,07 One-Pagers/Project Skin - Enquiry Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Project Skin - Enquiry Diagnostic.jpg,07 One-Pagers/Project Skin - Enquiry Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Project Skin - Enquiry Diagnostic.pdf,07 One-Pagers/Project Skin - Enquiry Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Project Skin - Enquiry Diagnostic.png,07 One-Pagers/Project Skin - Enquiry Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/The Glow Clinic - Revenue Diagnostic.html,07 One-Pagers/The Glow Clinic - Revenue Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/The Glow Clinic - Revenue Diagnostic.jpg,07 One-Pagers/The Glow Clinic - Revenue Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/The Glow Clinic - Revenue Diagnostic.pdf,07 One-Pagers/The Glow Clinic - Revenue Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/The Glow Clinic - Revenue Diagnostic.png,07 One-Pagers/The Glow Clinic - Revenue Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/VIDA Skin & Hair Transplant Clinic - Enquiry Diagnostic.html,07 One-Pagers/VIDA Skin & Hair Transplant Clinic - Enquiry Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/VIDA Skin & Hair Transplant Clinic - Enquiry Diagnostic.jpg,07 One-Pagers/VIDA Skin & Hair Transplant Clinic - Enquiry Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/VIDA Skin & Hair Transplant Clinic - Enquiry Diagnostic.pdf,07 One-Pagers/VIDA Skin & Hair Transplant Clinic - Enquiry Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/VIDA Skin & Hair Transplant Clinic - Enquiry Diagnostic.png,07 One-Pagers/VIDA Skin & Hair Transplant Clinic - Enquiry Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/Venkat Center - Revenue Diagnostic.html,07 One-Pagers/Venkat Center - Revenue Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Venkat Center - Revenue Diagnostic.jpg,07 One-Pagers/Venkat Center - Revenue Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Venkat Center - Revenue Diagnostic.pdf,07 One-Pagers/Venkat Center - Revenue Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Venkat Center - Revenue Diagnostic.png,07 One-Pagers/Venkat Center - Revenue Diagnostic.png,move,content-based routing → 07 One-Pagers,high
One-page-docs/Vtiara Hair & Skin Clinic - Revenue Diagnostic.html,07 One-Pagers/Vtiara Hair & Skin Clinic - Revenue Diagnostic.html,move,content-based routing → 07 One-Pagers,high
One-page-docs/Vtiara Hair & Skin Clinic - Revenue Diagnostic.jpg,07 One-Pagers/Vtiara Hair & Skin Clinic - Revenue Diagnostic.jpg,move,content-based routing → 07 One-Pagers,high
One-page-docs/Vtiara Hair & Skin Clinic - Revenue Diagnostic.pdf,07 One-Pagers/Vtiara Hair & Skin Clinic - Revenue Diagnostic.pdf,move,content-based routing → 07 One-Pagers,high
One-page-docs/Vtiara Hair & Skin Clinic - Revenue Diagnostic.png,07 One-Pagers/Vtiara Hair & Skin Clinic - Revenue Diagnostic.png,move,content-based routing → 07 One-Pagers,high
AI Readiness Workbook .pdf,08 Collateral/AI Readiness Workbook .pdf,move,content-based routing → 08 Collateral,high
Audit_call_docs/01_shadow_audit_checklist.md,08 Collateral/Audit Call Docs/01 Shadow Audit Checklist.md,move,content-based routing → 08 Collateral/Audit Call Docs,high
Audit_call_docs/01_shadow_audit_checklist.docx,08 Collateral/Audit Call Docs/01_shadow_audit_checklist.docx,move,content-based routing → 08 Collateral/Audit Call Docs,high
Audit_call_docs/02_data_intake_requirements.docx,08 Collateral/Audit Call Docs/02_data_intake_requirements.docx,move,content-based routing → 08 Collateral/Audit Call Docs,high
Audit_call_docs/02_data_intake_requirements.md,08 Collateral/Audit Call Docs/02_data_intake_requirements.md,move,content-based routing → 08 Collateral/Audit Call Docs | NAME KEPT: 5 vault files cite `02_data_intake_requirements.md` in prose; Title-Case rename would force prose edits (rule 2) — propose frontmatter `aliases:` in Phase 3 instead. Flip to rename if you prefer rule 8 strictly,medium
Audit_call_docs/03_discovery_call_question_map.md,08 Collateral/Audit Call Docs/03 Discovery Call Question Map.md,move,content-based routing → 08 Collateral/Audit Call Docs | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
Audit_call_docs/03_discovery_call_question_map.docx,08 Collateral/Audit Call Docs/03_discovery_call_question_map.docx,move,content-based routing → 08 Collateral/Audit Call Docs,high
Resources/What We're Seeing Across Bangalore.pdf,08 Collateral/What We're Seeing Across Bangalore.pdf,move,content-based routing → 08 Collateral,high
Resources/Where Enquiries Go Quiet.html,08 Collateral/Where Enquiries Go Quiet.html,move,content-based routing → 08 Collateral,high
Resources/Where Enquiries Go Quiet.jpg,08 Collateral/Where Enquiries Go Quiet.jpg,move,content-based routing → 08 Collateral,high
Resources/Where Enquiries Go Quiet.pdf,08 Collateral/Where Enquiries Go Quiet.pdf,move,content-based routing → 08 Collateral,high
Resources/Where Enquiries Go Quiet.png,08 Collateral/Where Enquiries Go Quiet.png,move,content-based routing → 08 Collateral,high
revenue_os_discovery_audit_fillable.pdf,08 Collateral/revenue_os_discovery_audit_fillable.pdf,move,content-based routing → 08 Collateral,high
LEGAL-AND-COMMERCIAL-DOC-SET.md,09 Company/Legal and Commercial Doc Set.md,move,content-based routing → 09 Company | renamed; 4 file(s) cite the old name in prose — update in the same commit (rule 3),medium
PAPERWORK-HANDBOOK-2026-09-06.md,09 Company/Paperwork Handbook 2026-09-06.md,move,content-based routing → 09 Company,high
PRICING-BUILD-COST-2026-08-21.md,09 Company/Pricing and Build Cost 2026-08-21.md,move,content-based routing → 09 Company | renamed; 2 file(s) cite the old name in prose — update in the same commit (rule 3),high
Valence-Data-Register.pdf,09 Company/Valence-Data-Register.pdf,move,content-based routing → 09 Company,high
Valence_Ops_Systems_and_Current_Technical_Stack.pdf,09 Company/Valence_Ops_Systems_and_Current_Technical_Stack.pdf,move,content-based routing → 09 Company,high
money-and-tax-explainer.html,09 Company/money-and-tax-explainer.html,move,content-based routing → 09 Company,high
valenceops-context-september.pdf,09 Company/valenceops-context-september.pdf,move,content-based routing → 09 Company,high
valenceops_context_1.pdf,09 Company/valenceops_context_1.pdf,move,content-based routing → 09 Company,high
lead-qualifier-suite/.claude-plugin/marketplace.json,10 Tooling/lead-qualifier-suite/.claude-plugin/marketplace.json,move,"moved as a unit with its folder 'lead-qualifier-suite/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
lead-qualifier-suite/.claude-plugin/plugin.json,10 Tooling/lead-qualifier-suite/.claude-plugin/plugin.json,move,"moved as a unit with its folder 'lead-qualifier-suite/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
lead-qualifier-suite/scripts/company_qualifier.py,10 Tooling/lead-qualifier-suite/scripts/company_qualifier.py,move,"moved as a unit with its folder 'lead-qualifier-suite/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
lead-qualifier-suite/skills/gamma-deck/SKILL.md,10 Tooling/lead-qualifier-suite/skills/gamma-deck/SKILL.md,move,"moved as a unit with its folder 'lead-qualifier-suite/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
lead-qualifier-suite/skills/gamma-deck/agents/openai.yaml,10 Tooling/lead-qualifier-suite/skills/gamma-deck/agents/openai.yaml,move,"moved as a unit with its folder 'lead-qualifier-suite/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
lead-qualifier-suite/skills/gamma-deck/references/gamma-deck-spec.md,10 Tooling/lead-qualifier-suite/skills/gamma-deck/references/gamma-deck-spec.md,move,"moved as a unit with its folder 'lead-qualifier-suite/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
lead-qualifier-suite/skills/orchestrator/SKILL.md,10 Tooling/lead-qualifier-suite/skills/orchestrator/SKILL.md,move,"moved as a unit with its folder 'lead-qualifier-suite/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
lead-qualifier-suite/skills/orchestrator/agents/openai.yaml,10 Tooling/lead-qualifier-suite/skills/orchestrator/agents/openai.yaml,move,"moved as a unit with its folder 'lead-qualifier-suite/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
lead-qualifier-suite/skills/personalization/SKILL.md,10 Tooling/lead-qualifier-suite/skills/personalization/SKILL.md,move,"moved as a unit with its folder 'lead-qualifier-suite/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
lead-qualifier-suite/skills/personalization/agents/openai.yaml,10 Tooling/lead-qualifier-suite/skills/personalization/agents/openai.yaml,move,"moved as a unit with its folder 'lead-qualifier-suite/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
lead-qualifier-suite/skills/personalization/references/personalization-spec.md,10 Tooling/lead-qualifier-suite/skills/personalization/references/personalization-spec.md,move,"moved as a unit with its folder 'lead-qualifier-suite/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
lead-qualifier-suite/skills/qualification/SKILL.md,10 Tooling/lead-qualifier-suite/skills/qualification/SKILL.md,move,"moved as a unit with its folder 'lead-qualifier-suite/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
lead-qualifier-suite/skills/qualification/agents/openai.yaml,10 Tooling/lead-qualifier-suite/skills/qualification/agents/openai.yaml,move,"moved as a unit with its folder 'lead-qualifier-suite/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
lead-qualifier-suite/skills/qualification/references/default-target-profile.md,10 Tooling/lead-qualifier-suite/skills/qualification/references/default-target-profile.md,move,"moved as a unit with its folder 'lead-qualifier-suite/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
one-pager-handoff/BUILD_GUIDE.md,10 Tooling/one-pager-handoff/BUILD_GUIDE.md,move,"moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
one-pager-handoff/CLAUDE.md,10 Tooling/one-pager-handoff/CLAUDE.md,move,"moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched | NAME KEPT: 30 vault files cite `CLAUDE.md` in prose; Title-Case rename would force prose edits (rule 2) — propose frontmatter `aliases:` in Phase 3 instead. Flip to rename if you prefer rule 8 strictly",medium
one-pager-handoff/COPY_STANDARD.md,10 Tooling/one-pager-handoff/COPY_STANDARD.md,move,"moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched | NAME KEPT: 6 vault files cite `COPY_STANDARD.md` in prose; Title-Case rename would force prose edits (rule 2) — propose frontmatter `aliases:` in Phase 3 instead. Flip to rename if you prefer rule 8 strictly",medium
one-pager-handoff/diagnostic_doc_playbook.md,10 Tooling/one-pager-handoff/diagnostic_doc_playbook.md,move,"byte-identical to One-page-docs/diagnostic_doc_playbook.md; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched | NAME KEPT: 13 vault files cite `diagnostic_doc_playbook.md` in prose; Title-Case rename would force prose edits (rule 2) — propose frontmatter `aliases:` in Phase 3 instead. Flip to rename if you prefer rule 8 strictly",medium
one-pager-handoff/examples/DNA Skin Clinic - Revenue Diagnostic.html,10 Tooling/one-pager-handoff/examples/DNA Skin Clinic - Revenue Diagnostic.html,move,"byte-identical to One-page-docs/DNA Skin Clinic - Revenue Diagnostic.html; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/DNA Skin Clinic - Revenue Diagnostic.jpg,10 Tooling/one-pager-handoff/examples/DNA Skin Clinic - Revenue Diagnostic.jpg,move,"byte-identical to One-page-docs/DNA Skin Clinic - Revenue Diagnostic.jpg; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/DNA Skin Clinic - Revenue Diagnostic.pdf,10 Tooling/one-pager-handoff/examples/DNA Skin Clinic - Revenue Diagnostic.pdf,move,"byte-identical to One-page-docs/DNA Skin Clinic - Revenue Diagnostic.pdf; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/Dr. Dixit - Revenue Diagnostic.html,10 Tooling/one-pager-handoff/examples/Dr. Dixit - Revenue Diagnostic.html,move,"byte-identical to One-page-docs/Dr. Dixit - Revenue Diagnostic.html; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/Dr. Dixit - Revenue Diagnostic.jpg,10 Tooling/one-pager-handoff/examples/Dr. Dixit - Revenue Diagnostic.jpg,move,"byte-identical to One-page-docs/Dr. Dixit - Revenue Diagnostic.jpg; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/Dr. Dixit - Revenue Diagnostic.pdf,10 Tooling/one-pager-handoff/examples/Dr. Dixit - Revenue Diagnostic.pdf,move,"byte-identical to One-page-docs/Dr. Dixit - Revenue Diagnostic.pdf; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/Dr. Juvita Aesthetics - Revenue Diagnostic.html,10 Tooling/one-pager-handoff/examples/Dr. Juvita Aesthetics - Revenue Diagnostic.html,move,"byte-identical to One-page-docs/Dr. Juvita Aesthetics - Revenue Diagnostic.html; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/Dr. Juvita Aesthetics - Revenue Diagnostic.jpg,10 Tooling/one-pager-handoff/examples/Dr. Juvita Aesthetics - Revenue Diagnostic.jpg,move,"byte-identical to One-page-docs/Dr. Juvita Aesthetics - Revenue Diagnostic.jpg; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/Dr. Juvita Aesthetics - Revenue Diagnostic.pdf,10 Tooling/one-pager-handoff/examples/Dr. Juvita Aesthetics - Revenue Diagnostic.pdf,move,"byte-identical to One-page-docs/Dr. Juvita Aesthetics - Revenue Diagnostic.pdf; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.html,10 Tooling/one-pager-handoff/examples/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.html,move,"byte-identical to One-page-docs/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.html; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.jpg,10 Tooling/one-pager-handoff/examples/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.jpg,move,"byte-identical to One-page-docs/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.jpg; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.pdf,10 Tooling/one-pager-handoff/examples/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.pdf,move,"byte-identical to One-page-docs/Dr. Swetha's Cosmoderm Centre - Revenue Diagnostic.pdf; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/Ministry of Skin - Revenue Diagnostic.html,10 Tooling/one-pager-handoff/examples/Ministry of Skin - Revenue Diagnostic.html,move,"byte-identical to One-page-docs/Ministry of Skin - Revenue Diagnostic.html; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/Ministry of Skin - Revenue Diagnostic.jpg,10 Tooling/one-pager-handoff/examples/Ministry of Skin - Revenue Diagnostic.jpg,move,"byte-identical to One-page-docs/Ministry of Skin - Revenue Diagnostic.jpg; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
one-pager-handoff/examples/Ministry of Skin - Revenue Diagnostic.pdf,10 Tooling/one-pager-handoff/examples/Ministry of Skin - Revenue Diagnostic.pdf,move,"byte-identical to One-page-docs/Ministry of Skin - Revenue Diagnostic.pdf; KEPT IN PLACE because one-pager-handoff/CLAUDE.md instructs the builder to open examples/*.html and the kit is documented as self-contained with frozen copies (root CLAUDE.md: 'edit the root originals, then re-sync'). Consolidating breaks the kit. Say the word and it goes to 99_Review instead. | moved as a unit with its folder 'one-pager-handoff/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
